instruction,ltl,pattern_type,props
eventually reach c and b,& F c F b,visit,"['c', 'b']"
eventually reach c and d,& F c F d,visit,"['c', 'd']"
eventually reach c and h,& F c F h,visit,"['c', 'h']"
eventually reach d and a,& F d F a,visit,"['d', 'a']"
eventually reach d and b,& F d F b,visit,"['d', 'b']"
eventually reach d and c,& F d F c,visit,"['d', 'c']"
eventually reach d and h,& F d F h,visit,"['d', 'h']"
eventually reach h and a,& F h F a,visit,"['h', 'a']"
eventually reach h and b,& F h F b,visit,"['h', 'b']"
eventually reach h and c,& F h F c,visit,"['h', 'c']"
eventually reach h and d,& F h F d,visit,"['h', 'd']"
do not visit c until visiting b do not visit b until visiting a,& U ! b a & U ! c b F c,ordered_visit,"['a', 'b', 'c']"
do not visit d until visiting b do not visit b until visiting a,& U ! b a & U ! d b F d,ordered_visit,"['a', 'b', 'd']"
do not visit h until visiting b do not visit b until visiting a,& U ! b a & U ! h b F h,ordered_visit,"['a', 'b', 'h']"
do not visit b until visiting c do not visit c until visiting a,& U ! c a & U ! b c F b,ordered_visit,"['a', 'c', 'b']"
do not visit d until visiting c do not visit c until visiting a,& U ! c a & U ! d c F d,ordered_visit,"['a', 'c', 'd']"
do not visit h until visiting c do not visit c until visiting a,& U ! c a & U ! h c F h,ordered_visit,"['a', 'c', 'h']"
do not visit b until visiting d do not visit d until visiting a,& U ! d a & U ! b d F b,ordered_visit,"['a', 'd', 'b']"
do not visit c until visiting d do not visit d until visiting a,& U ! d a & U ! c d F c,ordered_visit,"['a', 'd', 'c']"
do not visit h until visiting d do not visit d until visiting a,& U ! d a & U ! h d F h,ordered_visit,"['a', 'd', 'h']"
do not visit b until visiting h do not visit h until visiting a,& U ! h a & U ! b h F b,ordered_visit,"['a', 'h', 'b']"
do not visit c until visiting h do not visit h until visiting a,& U ! h a & U ! c h F c,ordered_visit,"['a', 'h', 'c']"
do not visit d until visiting h do not visit h until visiting a,& U ! h a & U ! d h F d,ordered_visit,"['a', 'h', 'd']"
do not visit c until visiting a do not visit a until visiting b,& U ! a b & U ! c a F c,ordered_visit,"['b', 'a', 'c']"
do not visit d until visiting a do not visit a until visiting b,& U ! a b & U ! d a F d,ordered_visit,"['b', 'a', 'd']"
do not visit h until visiting a do not visit a until visiting b,& U ! a b & U ! h a F h,ordered_visit,"['b', 'a', 'h']"
do not visit a until visiting c do not visit c until visiting b,& U ! c b & U ! a c F a,ordered_visit,"['b', 'c', 'a']"
do not visit d until visiting c do not visit c until visiting b,& U ! c b & U ! d c F d,ordered_visit,"['b', 'c', 'd']"
do not visit h until visiting c do not visit c until visiting b,& U ! c b & U ! h c F h,ordered_visit,"['b', 'c', 'h']"
do not visit a until visiting d do not visit d until visiting b,& U ! d b & U ! a d F a,ordered_visit,"['b', 'd', 'a']"
do not visit c until visiting d do not visit d until visiting b,& U ! d b & U ! c d F c,ordered_visit,"['b', 'd', 'c']"
do not visit h until visiting d do not visit d until visiting b,& U ! d b & U ! h d F h,ordered_visit,"['b', 'd', 'h']"
do not visit a until visiting h do not visit h until visiting b,& U ! h b & U ! a h F a,ordered_visit,"['b', 'h', 'a']"
do not visit c until visiting h do not visit h until visiting b,& U ! h b & U ! c h F c,ordered_visit,"['b', 'h', 'c']"
do not visit d until visiting h do not visit h until visiting b,& U ! h b & U ! d h F d,ordered_visit,"['b', 'h', 'd']"
do not visit b until visiting a do not visit a until visiting c,& U ! a c & U ! b a F b,ordered_visit,"['c', 'a', 'b']"
do not visit d until visiting a do not visit a until visiting c,& U ! a c & U ! d a F d,ordered_visit,"['c', 'a', 'd']"
do not visit h until visiting a do not visit a until visiting c,& U ! a c & U ! h a F h,ordered_visit,"['c', 'a', 'h']"
do not visit a until visiting b do not visit b until visiting c,& U ! b c & U ! a b F a,ordered_visit,"['c', 'b', 'a']"
do not visit d until visiting b do not visit b until visiting c,& U ! b c & U ! d b F d,ordered_visit,"['c', 'b', 'd']"
do not visit h until visiting b do not visit b until visiting c,& U ! b c & U ! h b F h,ordered_visit,"['c', 'b', 'h']"
do not visit a until visiting d do not visit d until visiting c,& U ! d c & U ! a d F a,ordered_visit,"['c', 'd', 'a']"
do not visit b until visiting d do not visit d until visiting c,& U ! d c & U ! b d F b,ordered_visit,"['c', 'd', 'b']"
do not visit h until visiting d do not visit d until visiting c,& U ! d c & U ! h d F h,ordered_visit,"['c', 'd', 'h']"
do not visit a until visiting h do not visit h until visiting c,& U ! h c & U ! a h F a,ordered_visit,"['c', 'h', 'a']"
do not visit b until visiting h do not visit h until visiting c,& U ! h c & U ! b h F b,ordered_visit,"['c', 'h', 'b']"
do not visit d until visiting h do not visit h until visiting c,& U ! h c & U ! d h F d,ordered_visit,"['c', 'h', 'd']"
do not visit b until visiting a do not visit a until visiting d,& U ! a d & U ! b a F b,ordered_visit,"['d', 'a', 'b']"
do not visit c until visiting a do not visit a until visiting d,& U ! a d & U ! c a F c,ordered_visit,"['d', 'a', 'c']"
do not visit h until visiting a do not visit a until visiting d,& U ! a d & U ! h a F h,ordered_visit,"['d', 'a', 'h']"
do not visit a until visiting b do not visit b until visiting d,& U ! b d & U ! a b F a,ordered_visit,"['d', 'b', 'a']"
do not visit c until visiting b do not visit b until visiting d,& U ! b d & U ! c b F c,ordered_visit,"['d', 'b', 'c']"
do not visit h until visiting b do not visit b until visiting d,& U ! b d & U ! h b F h,ordered_visit,"['d', 'b', 'h']"
do not visit a until visiting c do not visit c until visiting d,& U ! c d & U ! a c F a,ordered_visit,"['d', 'c', 'a']"
do not visit b until visiting c do not visit c until visiting d,& U ! c d & U ! b c F b,ordered_visit,"['d', 'c', 'b']"
do not visit h until visiting c do not visit c until visiting d,& U ! c d & U ! h c F h,ordered_visit,"['d', 'c', 'h']"
do not visit a until visiting h do not visit h until visiting d,& U ! h d & U ! a h F a,ordered_visit,"['d', 'h', 'a']"
do not visit b until visiting h do not visit h until visiting d,& U ! h d & U ! b h F b,ordered_visit,"['d', 'h', 'b']"
do not visit c until visiting h do not visit h until visiting d,& U ! h d & U ! c h F c,ordered_visit,"['d', 'h', 'c']"
do not visit b until visiting a do not visit a until visiting h,& U ! a h & U ! b a F b,ordered_visit,"['h', 'a', 'b']"
do not visit c until visiting a do not visit a until visiting h,& U ! a h & U ! c a F c,ordered_visit,"['h', 'a', 'c']"
do not visit d until visiting a do not visit a until visiting h,& U ! a h & U ! d a F d,ordered_visit,"['h', 'a', 'd']"
do not visit a until visiting b do not visit b until visiting h,& U ! b h & U ! a b F a,ordered_visit,"['h', 'b', 'a']"
do not visit c until visiting b do not visit b until visiting h,& U ! b h & U ! c b F c,ordered_visit,"['h', 'b', 'c']"
do not visit d until visiting b do not visit b until visiting h,& U ! b h & U ! d b F d,ordered_visit,"['h', 'b', 'd']"
do not visit a until visiting c do not visit c until visiting h,& U ! c h & U ! a c F a,ordered_visit,"['h', 'c', 'a']"
do not visit b until visiting c do not visit c until visiting h,& U ! c h & U ! b c F b,ordered_visit,"['h', 'c', 'b']"
do not visit d until visiting c do not visit c until visiting h,& U ! c h & U ! d c F d,ordered_visit,"['h', 'c', 'd']"
do not visit a until visiting d do not visit d until visiting h,& U ! d h & U ! a d F a,ordered_visit,"['h', 'd', 'a']"
do not visit b until visiting d do not visit d until visiting h,& U ! d h & U ! b d F b,ordered_visit,"['h', 'd', 'b']"
do not visit c until visiting d do not visit d until visiting h,& U ! d h & U ! c d F c,ordered_visit,"['h', 'd', 'c']"
in strictly this order visit a then eventually visit b and finally eventually c,& U ! b a & U ! c b F c,ordered_visit,"['a', 'b', 'c']"
in strictly this order visit a then eventually visit b and finally eventually d,& U ! b a & U ! d b F d,ordered_visit,"['a', 'b', 'd']"
in strictly this order visit a then eventually visit b and finally eventually h,& U ! b a & U ! h b F h,ordered_visit,"['a', 'b', 'h']"
in strictly this order visit a then eventually visit c and finally eventually b,& U ! c a & U ! b c F b,ordered_visit,"['a', 'c', 'b']"
in strictly this order visit a then eventually visit c and finally eventually d,& U ! c a & U ! d c F d,ordered_visit,"['a', 'c', 'd']"
in strictly this order visit a then eventually visit c and finally eventually h,& U ! c a & U ! h c F h,ordered_visit,"['a', 'c', 'h']"
in strictly this order visit a then eventually visit d and finally eventually b,& U ! d a & U ! b d F b,ordered_visit,"['a', 'd', 'b']"
in strictly this order visit a then eventually visit d and finally eventually c,& U ! d a & U ! c d F c,ordered_visit,"['a', 'd', 'c']"
in strictly this order visit a then eventually visit d and finally eventually h,& U ! d a & U ! h d F h,ordered_visit,"['a', 'd', 'h']"
in strictly this order visit a then eventually visit h and finally eventually b,& U ! h a & U ! b h F b,ordered_visit,"['a', 'h', 'b']"
in strictly this order visit a then eventually visit h and finally eventually c,& U ! h a & U ! c h F c,ordered_visit,"['a', 'h', 'c']"
in strictly this order visit a then eventually visit h and finally eventually d,& U ! h a & U ! d h F d,ordered_visit,"['a', 'h', 'd']"
in strictly this order visit b then eventually visit a and finally eventually c,& U ! a b & U ! c a F c,ordered_visit,"['b', 'a', 'c']"
in strictly this order visit b then eventually visit a and finally eventually d,& U ! a b & U ! d a F d,ordered_visit,"['b', 'a', 'd']"
in strictly this order visit b then eventually visit a and finally eventually h,& U ! a b & U ! h a F h,ordered_visit,"['b', 'a', 'h']"
in strictly this order visit b then eventually visit c and finally eventually a,& U ! c b & U ! a c F a,ordered_visit,"['b', 'c', 'a']"
in strictly this order visit b then eventually visit c and finally eventually d,& U ! c b & U ! d c F d,ordered_visit,"['b', 'c', 'd']"
in strictly this order visit b then eventually visit c and finally eventually h,& U ! c b & U ! h c F h,ordered_visit,"['b', 'c', 'h']"
in strictly this order visit b then eventually visit d and finally eventually a,& U ! d b & U ! a d F a,ordered_visit,"['b', 'd', 'a']"
in strictly this order visit b then eventually visit d and finally eventually c,& U ! d b & U ! c d F c,ordered_visit,"['b', 'd', 'c']"
in strictly this order visit b then eventually visit d and finally eventually h,& U ! d b & U ! h d F h,ordered_visit,"['b', 'd', 'h']"
in strictly this order visit b then eventually visit h and finally eventually a,& U ! h b & U ! a h F a,ordered_visit,"['b', 'h', 'a']"
in strictly this order visit b then eventually visit h and finally eventually c,& U ! h b & U ! c h F c,ordered_visit,"['b', 'h', 'c']"
in strictly this order visit b then eventually visit h and finally eventually d,& U ! h b & U ! d h F d,ordered_visit,"['b', 'h', 'd']"
in strictly this order visit c then eventually visit a and finally eventually b,& U ! a c & U ! b a F b,ordered_visit,"['c', 'a', 'b']"
in strictly this order visit c then eventually visit a and finally eventually d,& U ! a c & U ! d a F d,ordered_visit,"['c', 'a', 'd']"
in strictly this order visit c then eventually visit a and finally eventually h,& U ! a c & U ! h a F h,ordered_visit,"['c', 'a', 'h']"
in strictly this order visit c then eventually visit b and finally eventually a,& U ! b c & U ! a b F a,ordered_visit,"['c', 'b', 'a']"
in strictly this order visit c then eventually visit b and finally eventually d,& U ! b c & U ! d b F d,ordered_visit,"['c', 'b', 'd']"
in strictly this order visit c then eventually visit b and finally eventually h,& U ! b c & U ! h b F h,ordered_visit,"['c', 'b', 'h']"
in strictly this order visit c then eventually visit d and finally eventually a,& U ! d c & U ! a d F a,ordered_visit,"['c', 'd', 'a']"
in strictly this order visit c then eventually visit d and finally eventually b,& U ! d c & U ! b d F b,ordered_visit,"['c', 'd', 'b']"
in strictly this order visit c then eventually visit d and finally eventually h,& U ! d c & U ! h d F h,ordered_visit,"['c', 'd', 'h']"
in strictly this order visit c then eventually visit h and finally eventually a,& U ! h c & U ! a h F a,ordered_visit,"['c', 'h', 'a']"
in strictly this order visit c then eventually visit h and finally eventually b,& U ! h c & U ! b h F b,ordered_visit,"['c', 'h', 'b']"
in strictly this order visit c then eventually visit h and finally eventually d,& U ! h c & U ! d h F d,ordered_visit,"['c', 'h', 'd']"
in strictly this order visit d then eventually visit a and finally eventually b,& U ! a d & U ! b a F b,ordered_visit,"['d', 'a', 'b']"
in strictly this order visit d then eventually visit a and finally eventually c,& U ! a d & U ! c a F c,ordered_visit,"['d', 'a', 'c']"
in strictly this order visit d then eventually visit a and finally eventually h,& U ! a d & U ! h a F h,ordered_visit,"['d', 'a', 'h']"
in strictly this order visit d then eventually visit b and finally eventually a,& U ! b d & U ! a b F a,ordered_visit,"['d', 'b', 'a']"
in strictly this order visit d then eventually visit b and finally eventually c,& U ! b d & U ! c b F c,ordered_visit,"['d', 'b', 'c']"
in strictly this order visit d then eventually visit b and finally eventually h,& U ! b d & U ! h b F h,ordered_visit,"['d', 'b', 'h']"
in strictly this order visit d then eventually visit c and finally eventually a,& U ! c d & U ! a c F a,ordered_visit,"['d', 'c', 'a']"
in strictly this order visit d then eventually visit c and finally eventually b,& U ! c d & U ! b c F b,ordered_visit,"['d', 'c', 'b']"
in strictly this order visit d then eventually visit c and finally eventually h,& U ! c d & U ! h c F h,ordered_visit,"['d', 'c', 'h']"
in strictly this order visit d then eventually visit h and finally eventually a,& U ! h d & U ! a h F a,ordered_visit,"['d', 'h', 'a']"
in strictly this order visit d then eventually visit h and finally eventually b,& U ! h d & U ! b h F b,ordered_visit,"['d', 'h', 'b']"
in strictly this order visit d then eventually visit h and finally eventually c,& U ! h d & U ! c h F c,ordered_visit,"['d', 'h', 'c']"
in strictly this order visit h then eventually visit a and finally eventually b,& U ! a h & U ! b a F b,ordered_visit,"['h', 'a', 'b']"
in strictly this order visit h then eventually visit a and finally eventually c,& U ! a h & U ! c a F c,ordered_visit,"['h', 'a', 'c']"
in strictly this order visit h then eventually visit a and finally eventually d,& U ! a h & U ! d a F d,ordered_visit,"['h', 'a', 'd']"
in strictly this order visit h then eventually visit b and finally eventually a,& U ! b h & U ! a b F a,ordered_visit,"['h', 'b', 'a']"
in strictly this order visit h then eventually visit b and finally eventually c,& U ! b h & U ! c b F c,ordered_visit,"['h', 'b', 'c']"
in strictly this order visit h then eventually visit b and finally eventually d,& U ! b h & U ! d b F d,ordered_visit,"['h', 'b', 'd']"
in strictly this order visit h then eventually visit c and finally eventually a,& U ! c h & U ! a c F a,ordered_visit,"['h', 'c', 'a']"
in strictly this order visit h then eventually visit c and finally eventually b,& U ! c h & U ! b c F b,ordered_visit,"['h', 'c', 'b']"
in strictly this order visit h then eventually visit c and finally eventually d,& U ! c h & U ! d c F d,ordered_visit,"['h', 'c', 'd']"
in strictly this order visit h then eventually visit d and finally eventually a,& U ! d h & U ! a d F a,ordered_visit,"['h', 'd', 'a']"
in strictly this order visit h then eventually visit d and finally eventually b,& U ! d h & U ! b d F b,ordered_visit,"['h', 'd', 'b']"
in strictly this order visit h then eventually visit d and finally eventually c,& U ! d h & U ! c d F c,ordered_visit,"['h', 'd', 'c']"
do not visit d until you visit c visit c only once do not visit c until you visit b visit b only once do no visit b until you visit a visit a only once,& & U ! b a & U ! c b & U ! d c F d & U ! a U a U ! a b & U ! b U b U ! b c U ! c U c U ! c d,strictly_ordered_visit,"['a', 'b', 'c', 'd']"
do not visit h until you visit c visit c only once do not visit c until you visit b visit b only once do no visit b until you visit a visit a only once,& & U ! b a & U ! c b & U ! h c F h & U ! a U a U ! a b & U ! b U b U ! b c U ! c U c U ! c h,strictly_ordered_visit,"['a', 'b', 'c', 'h']"
do not visit c until you visit d visit d only once do not visit d until you visit b visit b only once do no visit b until you visit a visit a only once,& & U ! b a & U ! d b & U ! c d F c & U ! a U a U ! a b & U ! b U b U ! b d U ! d U d U ! d c,strictly_ordered_visit,"['a', 'b', 'd', 'c']"
do not visit h until you visit d visit d only once do not visit d until you visit b visit b only once do no visit b until you visit a visit a only once,& & U ! b a & U ! d b & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b d U ! d U d U ! d h,strictly_ordered_visit,"['a', 'b', 'd', 'h']"
do not visit c until you visit h visit h only once do not visit h until you visit b visit b only once do no visit b until you visit a visit a only once,& & U ! b a & U ! h b & U ! c h F c & U ! a U a U ! a b & U ! b U b U ! b h U ! h U h U ! h c,strictly_ordered_visit,"['a', 'b', 'h', 'c']"
do not visit d until you visit h visit h only once do not visit h until you visit b visit b only once do no visit b until you visit a visit a only once,& & U ! b a & U ! h b & U ! d h F d & U ! a U a U ! a b & U ! b U b U ! b h U ! h U h U ! h d,strictly_ordered_visit,"['a', 'b', 'h', 'd']"
do not visit d until you visit b visit b only once do not visit b until you visit c visit c only once do no visit c until you visit a visit a only once,& & U ! c a & U ! b c & U ! d b F d & U ! a U a U ! a c & U ! c U c U ! c b U ! b U b U ! b d,strictly_ordered_visit,"['a', 'c', 'b', 'd']"
do not visit h until you visit b visit b only once do not visit b until you visit c visit c only once do no visit c until you visit a visit a only once,& & U ! c a & U ! b c & U ! h b F h & U ! a U a U ! a c & U ! c U c U ! c b U ! b U b U ! b h,strictly_ordered_visit,"['a', 'c', 'b', 'h']"
do not visit b until you visit d visit d only once do not visit d until you visit c visit c only once do no visit c until you visit a visit a only once,& & U ! c a & U ! d c & U ! b d F b & U ! a U a U ! a c & U ! c U c U ! c d U ! d U d U ! d b,strictly_ordered_visit,"['a', 'c', 'd', 'b']"
do not visit h until you visit d visit d only once do not visit d until you visit c visit c only once do no visit c until you visit a visit a only once,& & U ! c a & U ! d c & U ! h d F h & U ! a U a U ! a c & U ! c U c U ! c d U ! d U d U ! d h,strictly_ordered_visit,"['a', 'c', 'd', 'h']"
do not visit b until you visit h visit h only once do not visit h until you visit c visit c only once do no visit c until you visit a visit a only once,& & U ! c a & U ! h c & U ! b h F b & U ! a U a U ! a c & U ! c U c U ! c h U ! h U h U ! h b,strictly_ordered_visit,"['a', 'c', 'h', 'b']"
do not visit d until you visit h visit h only once do not visit h until you visit c visit c only once do no visit c until you visit a visit a only once,& & U ! c a & U ! h c & U ! d h F d & U ! a U a U ! a c & U ! c U c U ! c h U ! h U h U ! h d,strictly_ordered_visit,"['a', 'c', 'h', 'd']"
do not visit c until you visit b visit b only once do not visit b until you visit d visit d only once do no visit d until you visit a visit a only once,& & U ! d a & U ! b d & U ! c b F c & U ! a U a U ! a d & U ! d U d U ! d b U ! b U b U ! b c,strictly_ordered_visit,"['a', 'd', 'b', 'c']"
do not visit h until you visit b visit b only once do not visit b until you visit d visit d only once do no visit d until you visit a visit a only once,& & U ! d a & U ! b d & U ! h b F h & U ! a U a U ! a d & U ! d U d U ! d b U ! b U b U ! b h,strictly_ordered_visit,"['a', 'd', 'b', 'h']"
do not visit b until you visit c visit c only once do not visit c until you visit d visit d only once do no visit d until you visit a visit a only once,& & U ! d a & U ! c d & U ! b c F b & U ! a U a U ! a d & U ! d U d U ! d c U ! c U c U ! c b,strictly_ordered_visit,"['a', 'd', 'c', 'b']"
do not visit h until you visit c visit c only once do not visit c until you visit d visit d only once do no visit d until you visit a visit a only once,& & U ! d a & U ! c d & U ! h c F h & U ! a U a U ! a d & U ! d U d U ! d c U ! c U c U ! c h,strictly_ordered_visit,"['a', 'd', 'c', 'h']"
do not visit b until you visit h visit h only once do not visit h until you visit d visit d only once do no visit d until you visit a visit a only once,& & U ! d a & U ! h d & U ! b h F b & U ! a U a U ! a d & U ! d U d U ! d h U ! h U h U ! h b,strictly_ordered_visit,"['a', 'd', 'h', 'b']"
do not visit c until you visit h visit h only once do not visit h until you visit d visit d only once do no visit d until you visit a visit a only once,& & U ! d a & U ! h d & U ! c h F c & U ! a U a U ! a d & U ! d U d U ! d h U ! h U h U ! h c,strictly_ordered_visit,"['a', 'd', 'h', 'c']"
do not visit c until you visit b visit b only once do not visit b until you visit h visit h only once do no visit h until you visit a visit a only once,& & U ! h a & U ! b h & U ! c b F c & U ! a U a U ! a h & U ! h U h U ! h b U ! b U b U ! b c,strictly_ordered_visit,"['a', 'h', 'b', 'c']"
do not visit d until you visit b visit b only once do not visit b until you visit h visit h only once do no visit h until you visit a visit a only once,& & U ! h a & U ! b h & U ! d b F d & U ! a U a U ! a h & U ! h U h U ! h b U ! b U b U ! b d,strictly_ordered_visit,"['a', 'h', 'b', 'd']"
do not visit b until you visit c visit c only once do not visit c until you visit h visit h only once do no visit h until you visit a visit a only once,& & U ! h a & U ! c h & U ! b c F b & U ! a U a U ! a h & U ! h U h U ! h c U ! c U c U ! c b,strictly_ordered_visit,"['a', 'h', 'c', 'b']"
do not visit d until you visit c visit c only once do not visit c until you visit h visit h only once do no visit h until you visit a visit a only once,& & U ! h a & U ! c h & U ! d c F d & U ! a U a U ! a h & U ! h U h U ! h c U ! c U c U ! c d,strictly_ordered_visit,"['a', 'h', 'c', 'd']"
do not visit b until you visit d visit d only once do not visit d until you visit h visit h only once do no visit h until you visit a visit a only once,& & U ! h a & U ! d h & U ! b d F b & U ! a U a U ! a h & U ! h U h U ! h d U ! d U d U ! d b,strictly_ordered_visit,"['a', 'h', 'd', 'b']"
do not visit c until you visit d visit d only once do not visit d until you visit h visit h only once do no visit h until you visit a visit a only once,& & U ! h a & U ! d h & U ! c d F c & U ! a U a U ! a h & U ! h U h U ! h d U ! d U d U ! d c,strictly_ordered_visit,"['a', 'h', 'd', 'c']"
do not visit d until you visit c visit c only once do not visit c until you visit a visit a only once do no visit a until you visit b visit b only once,& & U ! a b & U ! c a & U ! d c F d & U ! b U b U ! b a & U ! a U a U ! a c U ! c U c U ! c d,strictly_ordered_visit,"['b', 'a', 'c', 'd']"
do not visit h until you visit c visit c only once do not visit c until you visit a visit a only once do no visit a until you visit b visit b only once,& & U ! a b & U ! c a & U ! h c F h & U ! b U b U ! b a & U ! a U a U ! a c U ! c U c U ! c h,strictly_ordered_visit,"['b', 'a', 'c', 'h']"
do not visit c until you visit d visit d only once do not visit d until you visit a visit a only once do no visit a until you visit b visit b only once,& & U ! a b & U ! d a & U ! c d F c & U ! b U b U ! b a & U ! a U a U ! a d U ! d U d U ! d c,strictly_ordered_visit,"['b', 'a', 'd', 'c']"
do not visit h until you visit d visit d only once do not visit d until you visit a visit a only once do no visit a until you visit b visit b only once,& & U ! a b & U ! d a & U ! h d F h & U ! b U b U ! b a & U ! a U a U ! a d U ! d U d U ! d h,strictly_ordered_visit,"['b', 'a', 'd', 'h']"
do not visit c until you visit h visit h only once do not visit h until you visit a visit a only once do no visit a until you visit b visit b only once,& & U ! a b & U ! h a & U ! c h F c & U ! b U b U ! b a & U ! a U a U ! a h U ! h U h U ! h c,strictly_ordered_visit,"['b', 'a', 'h', 'c']"
do not visit d until you visit h visit h only once do not visit h until you visit a visit a only once do no visit a until you visit b visit b only once,& & U ! a b & U ! h a & U ! d h F d & U ! b U b U ! b a & U ! a U a U ! a h U ! h U h U ! h d,strictly_ordered_visit,"['b', 'a', 'h', 'd']"
do not visit d until you visit a visit a only once do not visit a until you visit c visit c only once do no visit c until you visit b visit b only once,& & U ! c b & U ! a c & U ! d a F d & U ! b U b U ! b c & U ! c U c U ! c a U ! a U a U ! a d,strictly_ordered_visit,"['b', 'c', 'a', 'd']"
do not visit h until you visit a visit a only once do not visit a until you visit c visit c only once do no visit c until you visit b visit b only once,& & U ! c b & U ! a c & U ! h a F h & U ! b U b U ! b c & U ! c U c U ! c a U ! a U a U ! a h,strictly_ordered_visit,"['b', 'c', 'a', 'h']"
do not visit a until you visit d visit d only once do not visit d until you visit c visit c only once do no visit c until you visit b visit b only once,& & U ! c b & U ! d c & U ! a d F a & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d a,strictly_ordered_visit,"['b', 'c', 'd', 'a']"
do not visit h until you visit d visit d only once do not visit d until you visit c visit c only once do no visit c until you visit b visit b only once,& & U ! c b & U ! d c & U ! h d F h & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h,strictly_ordered_visit,"['b', 'c', 'd', 'h']"
